order_number,order_line_number,customer_key,product_key,order_date,ship_date,location_key,payment_type,payment_provider,shipping_type,carrier,quantity,unit_price,unit_cost,discount_amount,tax_amount,shipping_cost,line_total,line_profit,order_total,order_status
ORD-00001859,2,CUST-000393,PROD-000369,2025-05-16,2025-05-19,LOC-0032,Credit Card,American Express,Express,UPS,3,165.04,83.0,0.0,39.61,0.0,495.12,246.12,948.15,Delivered
ORD-00001860,1,CUST-000007,PROD-000108,2025-02-25,2025-02-28,LOC-0011,Digital Wallet,PayPal,Express,FedEx,1,731.84,333.05,0.0,58.55,13.05,731.84,398.79,803.44,Delivered
ORD-00001861,1,CUST-000557,PROD-000065,2023-11-28,2023-11-29,LOC-0009,Debit Card,Visa,Standard,USPS,2,135.43,86.6,0.0,21.67,13.79,270.86,97.66,306.32,Shipped
ORD-00001862,1,CUST-000642,PROD-000005,2024-01-16,2024-01-17,LOC-0004,Digital Wallet,Apple Pay,Overnight,UPS,1,841.98,486.83,0.0,67.36,9.15,841.98,355.15,918.49,Delivered
ORD-00001863,1,CUST-000209,PROD-000085,2025-03-10,2025-03-12,LOC-0023,Credit Card,Visa,Overnight,FedEx,4,61.41,29.55,0.0,19.65,12.06,245.64,127.44,277.35,Shipped
ORD-00001864,1,CUST-000182,PROD-000134,2024-10-07,2024-10-09,LOC-0031,Digital Wallet,Google Pay,Express,FedEx,3,147.86,74.26,0.0,35.49,7.66,443.58,220.8,486.73,Shipped
ORD-00001865,1,CUST-000159,PROD-000317,2024-04-14,,LOC-0003,Digital Wallet,PayPal,Standard,UPS,1,268.58,138.69,0.0,21.49,12.76,268.58,129.89,302.83,Processing
ORD-00001866,1,CUST-000465,PROD-000053,2025-02-14,2025-02-17,LOC-0036,Debit Card,Visa,Overnight,UPS,4,971.25,475.65,869.49,241.24,12.18,3015.51,1112.91,3268.93,Delivered
ORD-00001866,2,CUST-000465,PROD-000331,2025-02-14,2025-02-17,LOC-0036,Debit Card,Visa,Overnight,UPS,4,464.14,289.96,262.58,127.52,0.0,1593.98,434.14,4990.43,Delivered
ORD-00001867,1,CUST-000454,PROD-000167,2025-03-15,2025-03-18,LOC-0014,Credit Card,American Express,Standard,USPS,2,903.53,469.34,298.76,120.66,10.67,1508.3,569.62,1639.63,Shipped
ORD-00001868,1,CUST-000759,PROD-000337,2024-01-01,2024-01-02,LOC-0007,Digital Wallet,Apple Pay,Express,FedEx,5,801.01,385.59,443.12,284.95,10.53,3561.93,1633.98,3857.41,Delivered
ORD-00001869,1,CUST-000919,PROD-000439,2024-03-07,2024-03-10,LOC-0024,Debit Card,Visa,Overnight,FedEx,5,750.45,301.53,0.0,300.18,10.56,3752.25,2244.6,4062.99,Delivered
ORD-00001870,1,CUST-000428,PROD-000083,2024-12-29,2025-01-01,LOC-0030,Digital Wallet,Google Pay,Standard,UPS,4,290.34,185.81,0.0,92.91,14.42,1161.36,418.12,1268.69,Delivered
ORD-00001871,1,CUST-000268,PROD-000367,2025-06-24,,LOC-0037,Digital Wallet,Google Pay,Overnight,FedEx,1,622.98,249.71,86.82,42.89,13.25,536.16,286.45,592.3,Processing
ORD-00001871,2,CUST-000268,PROD-000225,2025-06-24,,LOC-0037,Digital Wallet,Google Pay,Overnight,FedEx,1,792.88,441.26,67.29,58.05,0.0,725.59,284.33,1375.94,Processing
ORD-00001872,1,CUST-000057,PROD-000467,2024-04-24,2024-04-27,LOC-0039,Digital Wallet,Google Pay,Overnight,FedEx,4,286.38,157.14,0.0,91.64,7.14,1145.52,516.96,1244.3,Delivered
ORD-00001872,2,CUST-000057,PROD-000419,2024-04-24,2024-04-27,LOC-0039,Digital Wallet,Google Pay,Overnight,FedEx,3,689.85,461.24,497.2,125.79,0.0,1572.35,188.63,2942.44,Delivered
ORD-00001872,3,CUST-000057,PROD-000266,2024-04-24,2024-04-27,LOC-0039,Digital Wallet,Google Pay,Overnight,FedEx,2,656.87,393.35,73.06,99.25,0.0,1240.68,453.98,4282.37,Delivered
ORD-00001873,1,CUST-000996,PROD-000097,2025-06-14,2025-06-16,LOC-0026,Credit Card,Visa,Overnight,FedEx,2,463.82,257.14,54.63,69.84,12.61,873.01,358.73,955.46,Delivered
ORD-00001874,1,CUST-000831,PROD-000351,2024-11-17,,LOC-0030,Digital Wallet,Google Pay,Express,FedEx,2,19.87,13.11,0.0,3.18,12.22,39.74,13.52,55.14,Processing
ORD-00001874,2,CUST-000831,PROD-000342,2024-11-17,,LOC-0030,Digital Wallet,Google Pay,Express,FedEx,5,44.67,30.98,0.0,17.87,0.0,223.35,68.45,296.36,Processing
ORD-00001875,1,CUST-000548,PROD-000143,2024-05-28,2024-05-29,LOC-0003,Debit Card,Visa,Standard,USPS,3,140.67,89.38,0.0,33.76,8.88,422.01,153.87,464.65,Delivered
ORD-00001876,1,CUST-000587,PROD-000236,2025-10-22,,LOC-0037,Digital Wallet,PayPal,Standard,USPS,1,639.33,389.1,0.0,51.15,13.72,639.33,250.23,704.2,Processing
ORD-00001876,2,CUST-000587,PROD-000447,2025-10-22,,LOC-0037,Digital Wallet,PayPal,Standard,USPS,5,304.7,226.85,0.0,121.88,0.0,1523.5,389.25,2349.58,Processing
ORD-00001876,3,CUST-000587,PROD-000012,2025-10-22,,LOC-0037,Digital Wallet,PayPal,Standard,USPS,2,117.11,65.78,0.0,18.74,0.0,234.22,102.66,2602.54,Processing
ORD-00001877,1,CUST-000950,PROD-000156,2025-04-05,2025-04-08,LOC-0023,Credit Card,Visa,Standard,USPS,2,304.32,203.43,0.0,48.69,11.54,608.64,201.78,668.87,Shipped
ORD-00001877,2,CUST-000950,PROD-000099,2025-04-05,2025-04-08,LOC-0023,Credit Card,Visa,Standard,USPS,1,880.05,451.97,0.0,70.4,0.0,880.05,428.08,1619.32,Shipped
ORD-00001878,1,CUST-000006,PROD-000304,2025-03-10,2025-03-12,LOC-0006,Debit Card,Visa,Overnight,UPS,4,512.24,348.34,498.89,124.01,6.45,1550.07,156.71,1680.53,Delivered
ORD-00001879,1,CUST-000155,PROD-000444,2024-02-10,2024-02-11,LOC-0014,Credit Card,American Express,Standard,USPS,4,79.61,57.2,0.0,25.48,12.53,318.44,89.64,356.45,Shipped
ORD-00001880,1,CUST-000118,PROD-000196,2024-10-16,2024-10-19,LOC-0006,Credit Card,Mastercard,Standard,USPS,4,1002.79,459.76,933.22,246.24,5.42,3077.94,1238.9,3329.6,Delivered
ORD-00001881,1,CUST-000033,PROD-000102,2024-02-11,2024-02-14,LOC-0022,Digital Wallet,Google Pay,Standard,UPS,5,288.86,123.93,0.0,115.54,7.14,1444.3,824.65,1566.98,Delivered
ORD-00001882,1,CUST-000198,PROD-000092,2024-09-22,2024-09-24,LOC-0014,Credit Card,Visa,Overnight,UPS,4,659.13,446.49,0.0,210.92,11.65,2636.52,850.56,2859.09,Delivered
ORD-00001883,1,CUST-000534,PROD-000146,2024-10-27,2024-10-29,LOC-0012,Credit Card,Mastercard,Standard,USPS,1,137.74,56.82,0.0,11.02,11.83,137.74,80.92,160.59,Delivered
ORD-00001884,1,CUST-000144,PROD-000077,2024-01-20,,LOC-0001,Digital Wallet,PayPal,Standard,UPS,5,442.62,273.92,0.0,177.05,6.29,2213.1,843.5,2396.44,Processing
ORD-00001884,2,CUST-000144,PROD-000303,2024-01-20,,LOC-0001,Digital Wallet,PayPal,Standard,UPS,2,469.59,189.82,0.0,75.13,0.0,939.18,559.54,3410.75,Processing
ORD-00001885,1,CUST-000991,PROD-000367,2024-06-26,2024-06-28,LOC-0005,Credit Card,Visa,Standard,UPS,5,622.98,249.71,0.0,249.19,6.28,3114.9,1866.35,3370.37,Delivered
ORD-00001886,1,CUST-000509,PROD-000073,2025-02-18,2025-02-19,LOC-0015,Digital Wallet,Google Pay,Standard,USPS,3,319.72,159.78,227.35,58.54,10.5,731.81,252.47,800.85,Shipped
ORD-00001887,1,CUST-000397,PROD-000483,2025-10-31,2025-11-01,LOC-0014,Credit Card,Visa,Express,FedEx,1,161.67,88.51,0.0,12.93,12.79,161.67,73.16,187.39,Delivered
ORD-00001888,1,CUST-000494,PROD-000315,2024-03-25,,LOC-0028,Credit Card,Mastercard,Express,FedEx,2,370.84,179.09,0.0,59.33,10.58,741.68,383.5,811.59,Processing
ORD-00001889,1,CUST-000171,PROD-000219,2025-07-05,2025-07-06,LOC-0029,Credit Card,Mastercard,Express,UPS,5,1016.6,446.3,486.14,367.75,6.26,4596.86,2365.36,4970.87,Delivered
ORD-00001890,1,CUST-000666,PROD-000134,2023-11-07,,LOC-0007,Digital Wallet,PayPal,Express,FedEx,2,147.86,74.26,0.0,23.66,11.84,295.72,147.2,331.22,Processing
ORD-00001891,1,CUST-000228,PROD-000064,2025-01-08,2025-01-10,LOC-0003,Debit Card,Visa,Standard,USPS,1,503.17,307.22,0.0,40.25,14.08,503.17,195.95,557.5,Shipped
ORD-00001892,1,CUST-000509,PROD-000458,2025-03-15,2025-03-18,LOC-0029,Digital Wallet,PayPal,Express,UPS,3,359.41,176.37,0.0,86.26,8.71,1078.23,549.12,1173.2,Delivered
ORD-00001893,1,CUST-000798,PROD-000432,2024-05-28,,LOC-0024,Debit Card,Mastercard,Express,UPS,2,170.2,98.62,0.0,27.23,7.51,340.4,143.16,375.14,Cancelled
ORD-00001893,2,CUST-000798,PROD-000071,2024-05-28,,LOC-0024,Debit Card,Mastercard,Express,UPS,3,213.11,106.73,0.0,51.15,0.0,639.33,319.14,1065.62,Cancelled
ORD-00001894,1,CUST-000046,PROD-000107,2024-10-25,2024-10-26,LOC-0033,Credit Card,Mastercard,Standard,USPS,1,224.09,134.35,0.0,17.93,12.37,224.09,89.74,254.39,Delivered
ORD-00001895,1,CUST-000236,PROD-000083,2025-08-29,2025-08-31,LOC-0018,Credit Card,Mastercard,Express,UPS,4,290.34,185.81,0.0,92.91,10.44,1161.36,418.12,1264.71,Delivered
ORD-00001896,1,CUST-000832,PROD-000304,2024-05-06,2024-05-08,LOC-0029,Credit Card,Mastercard,Standard,UPS,1,512.24,348.34,0.0,40.98,6.08,512.24,163.9,559.3,Shipped
ORD-00001897,1,CUST-000063,PROD-000232,2025-08-31,2025-09-01,LOC-0033,Credit Card,Visa,Express,UPS,1,489.8,219.5,0.0,39.18,9.62,489.8,270.3,538.6,Delivered
ORD-00001898,1,CUST-000082,PROD-000489,2023-11-05,,LOC-0019,Digital Wallet,PayPal,Overnight,FedEx,3,923.99,417.0,0.0,221.76,6.99,2771.97,1520.97,3000.72,Cancelled
ORD-00001899,1,CUST-000117,PROD-000179,2024-03-23,2024-03-24,LOC-0002,Digital Wallet,Apple Pay,Standard,UPS,5,572.02,385.21,0.0,228.81,11.76,2860.1,934.05,3100.67,Shipped
ORD-00001900,1,CUST-000721,PROD-000062,2025-06-05,2025-06-07,LOC-0032,Credit Card,Visa,Standard,UPS,5,291.69,165.04,130.96,106.2,11.71,1327.49,502.29,1445.4,Delivered
ORD-00001900,2,CUST-000721,PROD-000103,2025-06-05,2025-06-07,LOC-0032,Credit Card,Visa,Standard,UPS,5,489.9,374.39,0.0,195.96,0.0,2449.5,577.55,4090.86,Delivered
ORD-00001900,3,CUST-000721,PROD-000471,2025-06-05,2025-06-07,LOC-0032,Credit Card,Visa,Standard,UPS,4,286.5,146.11,0.0,91.68,0.0,1146.0,561.56,5328.54,Delivered
ORD-00001900,4,CUST-000721,PROD-000456,2025-06-05,2025-06-07,LOC-0032,Credit Card,Visa,Standard,UPS,4,740.18,298.11,0.0,236.86,0.0,2960.72,1768.28,8526.12,Delivered
ORD-00001901,1,CUST-000362,PROD-000438,2025-10-13,2025-10-16,LOC-0016,Credit Card,American Express,Overnight,UPS,4,866.99,350.57,213.34,260.37,7.66,3254.62,1852.34,3522.65,Delivered
ORD-00001902,1,CUST-000103,PROD-000408,2025-05-09,2025-05-11,LOC-0038,Credit Card,Visa,Standard,USPS,1,572.73,250.39,96.05,38.13,11.67,476.68,226.29,526.48,Delivered
ORD-00001903,1,CUST-000259,PROD-000394,2025-01-11,2025-01-14,LOC-0017,Debit Card,Visa,Overnight,FedEx,5,392.52,271.49,378.74,126.71,12.57,1583.86,226.41,1723.14,Delivered
ORD-00001903,2,CUST-000259,PROD-000324,2025-01-11,2025-01-14,LOC-0017,Debit Card,Visa,Overnight,FedEx,3,515.44,356.96,0.0,123.71,0.0,1546.32,475.44,3393.17,Delivered
ORD-00001904,1,CUST-000684,PROD-000022,2024-02-29,,LOC-0005,Digital Wallet,PayPal,Standard,UPS,3,572.31,410.38,0.0,137.35,10.02,1716.93,485.79,1864.3,Cancelled
ORD-00001904,2,CUST-000684,PROD-000153,2024-02-29,,LOC-0005,Digital Wallet,PayPal,Standard,UPS,5,22.9,10.05,0.0,9.16,0.0,114.5,64.25,1987.96,Cancelled
ORD-00001904,3,CUST-000684,PROD-000203,2024-02-29,,LOC-0005,Digital Wallet,PayPal,Standard,UPS,5,373.89,205.28,0.0,149.56,0.0,1869.45,843.05,4006.97,Cancelled
ORD-00001905,1,CUST-000230,PROD-000062,2024-12-21,2024-12-22,LOC-0030,Digital Wallet,Google Pay,Overnight,UPS,4,291.69,165.04,0.0,93.34,10.57,1166.76,506.6,1270.67,Delivered
ORD-00001906,1,CUST-000421,PROD-000249,2023-12-07,,LOC-0007,Credit Card,American Express,Standard,UPS,3,157.9,63.35,0.0,37.9,9.85,473.7,283.65,521.45,Processing
ORD-00001907,1,CUST-000255,PROD-000108,2024-08-24,2024-08-25,LOC-0021,Digital Wallet,Apple Pay,Standard,UPS,5,731.84,333.05,0.0,292.74,10.95,3659.2,1993.95,3962.89,Delivered
ORD-00001908,1,CUST-000934,PROD-000365,2025-06-30,2025-07-03,LOC-0029,Credit Card,Visa,Standard,USPS,3,57.42,39.23,23.45,11.9,14.88,148.81,31.12,175.59,Delivered
ORD-00001909,1,CUST-000027,PROD-000433,2025-01-19,2025-01-20,LOC-0033,Digital Wallet,Google Pay,Overnight,FedEx,2,642.49,383.09,169.81,89.21,13.41,1115.17,348.99,1217.79,Delivered
ORD-00001910,1,CUST-000676,PROD-000484,2025-05-15,2025-05-18,LOC-0017,Credit Card,Mastercard,Overnight,FedEx,1,110.09,49.25,0.0,8.81,11.84,110.09,60.84,130.74,Delivered
ORD-00001910,2,CUST-000676,PROD-000293,2025-05-15,2025-05-18,LOC-0017,Credit Card,Mastercard,Overnight,FedEx,5,327.67,165.13,0.0,131.07,0.0,1638.35,812.7,1900.16,Delivered
ORD-00001910,3,CUST-000676,PROD-000400,2025-05-15,2025-05-18,LOC-0017,Credit Card,Mastercard,Overnight,FedEx,5,148.29,105.9,0.0,59.32,0.0,741.45,211.95,2700.93,Delivered
ORD-00001911,1,CUST-000115,PROD-000261,2024-06-29,2024-07-01,LOC-0002,Debit Card,Mastercard,Overnight,UPS,1,1007.39,418.57,0.0,80.59,13.51,1007.39,588.82,1101.49,Delivered
ORD-00001911,2,CUST-000115,PROD-000476,2024-06-29,2024-07-01,LOC-0002,Debit Card,Mastercard,Overnight,UPS,4,731.46,468.4,0.0,234.07,0.0,2925.84,1052.24,4261.4,Delivered
ORD-00001912,1,CUST-000142,PROD-000263,2025-05-04,2025-05-05,LOC-0029,Digital Wallet,PayPal,Overnight,FedEx,2,860.7,373.87,0.0,137.71,9.4,1721.4,973.66,1868.51,Delivered
ORD-00001913,1,CUST-000449,PROD-000416,2023-11-28,,LOC-0035,Credit Card,American Express,Standard,USPS,1,581.1,261.79,0.0,46.49,5.47,581.1,319.31,633.06,Processing
ORD-00001914,1,CUST-000485,PROD-000044,2025-03-25,2025-03-26,LOC-0013,Digital Wallet,Apple Pay,Overnight,FedEx,3,1183.06,478.78,0.0,283.93,5.92,3549.18,2112.84,3839.03,Delivered
ORD-00001915,1,CUST-000087,PROD-000419,2024-05-01,,LOC-0033,Digital Wallet,Google Pay,Overnight,UPS,5,689.85,461.24,0.0,275.94,6.65,3449.25,1143.05,3731.84,Processing
ORD-00001916,1,CUST-000574,PROD-000386,2024-09-06,,LOC-0010,Digital Wallet,Google Pay,Overnight,UPS,4,401.51,275.3,0.0,128.48,14.99,1606.04,504.84,1749.51,Processing
ORD-00001916,2,CUST-000574,PROD-000245,2024-09-06,,LOC-0010,Digital Wallet,Google Pay,Overnight,UPS,1,577.06,254.33,0.0,46.16,0.0,577.06,322.73,2372.73,Processing
ORD-00001917,1,CUST-000235,PROD-000182,2024-06-26,2024-06-28,LOC-0006,Digital Wallet,Apple Pay,Standard,USPS,4,235.56,135.41,216.64,58.05,11.42,725.6,183.96,795.07,Shipped
ORD-00001918,1,CUST-000291,PROD-000371,2025-06-26,2025-06-29,LOC-0036,Debit Card,Visa,Express,FedEx,4,109.91,58.02,0.0,35.17,12.79,439.64,207.56,487.6,Delivered
ORD-00001919,1,CUST-000818,PROD-000328,2025-02-13,,LOC-0026,Credit Card,American Express,Express,FedEx,1,96.47,39.43,0.0,7.72,14.26,96.47,57.04,118.45,Processing
ORD-00001919,2,CUST-000818,PROD-000145,2025-02-13,,LOC-0026,Credit Card,American Express,Express,FedEx,5,46.34,21.32,0.0,18.54,0.0,231.7,125.1,368.69,Processing
ORD-00001920,1,CUST-000738,PROD-000232,2024-12-13,2024-12-16,LOC-0028,Credit Card,Visa,Express,FedEx,5,489.8,219.5,0.0,195.92,5.65,2449.0,1351.5,2650.57,Delivered
ORD-00001921,1,CUST-000575,PROD-000297,2025-10-09,2025-10-11,LOC-0010,Credit Card,American Express,Express,FedEx,2,346.79,223.24,0.0,55.49,9.07,693.58,247.1,758.14,Delivered
ORD-00001922,1,CUST-000129,PROD-000205,2024-11-21,2024-11-24,LOC-0015,Debit Card,Mastercard,Overnight,FedEx,5,468.32,220.73,0.0,187.33,7.28,2341.6,1237.95,2536.21,Delivered
ORD-00001923,1,CUST-000447,PROD-000386,2025-09-12,2025-09-14,LOC-0026,Digital Wallet,Google Pay,Standard,UPS,5,401.51,275.3,0.0,160.6,10.76,2007.55,631.05,2178.91,Delivered
ORD-00001924,1,CUST-000639,PROD-000425,2024-04-26,2024-04-27,LOC-0020,Credit Card,Mastercard,Standard,UPS,1,514.86,381.09,0.0,41.19,12.57,514.86,133.77,568.62,Shipped
ORD-00001924,2,CUST-000639,PROD-000184,2024-04-26,2024-04-27,LOC-0020,Credit Card,Mastercard,Standard,UPS,5,1020.46,446.31,0.0,408.18,0.0,5102.3,2870.75,6079.1,Shipped
ORD-00001925,1,CUST-000841,PROD-000110,2025-08-06,,LOC-0027,Credit Card,Mastercard,Standard,UPS,4,17.74,12.59,0.0,5.68,13.94,70.96,20.6,90.58,Processing
ORD-00001926,1,CUST-000255,PROD-000171,2024-06-25,2024-06-27,LOC-0021,Credit Card,Mastercard,Express,UPS,1,433.17,175.83,0.0,34.65,8.6,433.17,257.34,476.42,Delivered
ORD-00001926,2,CUST-000255,PROD-000385,2024-06-25,2024-06-27,LOC-0021,Credit Card,Mastercard,Express,UPS,3,595.02,253.2,0.0,142.8,0.0,1785.06,1025.46,2404.28,Delivered
ORD-00001927,1,CUST-000632,PROD-000149,2024-03-13,2024-03-15,LOC-0003,Debit Card,Visa,Overnight,UPS,3,50.31,24.0,24.67,10.1,9.02,126.26,54.26,145.38,Delivered
ORD-00001928,1,CUST-000774,PROD-000133,2024-09-01,2024-09-04,LOC-0005,Credit Card,American Express,Overnight,UPS,5,242.26,113.16,0.0,96.9,12.53,1211.3,645.5,1320.73,Shipped
ORD-00001929,1,CUST-000560,PROD-000427,2025-10-25,2025-10-28,LOC-0001,Digital Wallet,Apple Pay,Express,UPS,5,263.5,110.65,137.41,94.41,9.43,1180.09,626.84,1283.93,Delivered
ORD-00001930,1,CUST-000869,PROD-000095,2024-12-13,,LOC-0015,Digital Wallet,PayPal,Overnight,FedEx,4,207.32,99.12,0.0,66.34,14.47,829.28,432.8,910.09,Cancelled
ORD-00001931,1,CUST-000632,PROD-000317,2024-07-27,2024-07-30,LOC-0016,Digital Wallet,Apple Pay,Overnight,UPS,5,268.58,138.69,0.0,107.43,14.3,1342.9,649.45,1464.63,Delivered
ORD-00001932,1,CUST-000320,PROD-000134,2024-12-05,2024-12-06,LOC-0021,Digital Wallet,PayPal,Overnight,FedEx,3,147.86,74.26,0.0,35.49,5.49,443.58,220.8,484.56,Delivered
ORD-00001933,1,CUST-000139,PROD-000400,2025-03-06,2025-03-09,LOC-0012,Credit Card,Visa,Overnight,UPS,4,148.29,105.9,0.0,47.45,7.46,593.16,169.56,648.07,Shipped
ORD-00001933,2,CUST-000139,PROD-000456,2025-03-06,2025-03-09,LOC-0012,Credit Card,Visa,Overnight,UPS,1,740.18,298.11,0.0,59.21,0.0,740.18,442.07,1447.46,Shipped
ORD-00001934,1,CUST-000081,PROD-000276,2024-01-31,2024-02-03,LOC-0004,Debit Card,Visa,Overnight,FedEx,5,244.09,166.06,0.0,97.64,7.07,1220.45,390.15,1325.16,Delivered
ORD-00001935,1,CUST-000421,PROD-000297,2024-11-22,,LOC-0009,Credit Card,Mastercard,Overnight,FedEx,3,346.79,223.24,0.0,83.23,10.99,1040.37,370.65,1134.59,Cancelled
ORD-00001936,1,CUST-000008,PROD-000153,2024-12-11,2024-12-14,LOC-0037,Debit Card,Mastercard,Standard,UPS,5,22.9,10.05,0.0,9.16,7.5,114.5,64.25,131.16,Delivered
ORD-00001937,1,CUST-000943,PROD-000255,2023-11-14,2023-11-16,LOC-0018,Digital Wallet,Apple Pay,Express,UPS,4,760.89,315.39,632.56,192.88,7.62,2411.0,1149.44,2611.5,Delivered
ORD-00001938,1,CUST-000810,PROD-000251,2025-03-28,,LOC-0021,Digital Wallet,Apple Pay,Express,FedEx,4,272.93,156.65,0.0,87.34,13.92,1091.72,465.12,1192.98,Processing
ORD-00001939,1,CUST-000802,PROD-000401,2023-11-04,,LOC-0021,Debit Card,Visa,Standard,UPS,5,506.62,250.33,0.0,202.65,5.29,2533.1,1281.45,2741.04,Cancelled
ORD-00001940,1,CUST-000878,PROD-000438,2024-07-03,2024-07-05,LOC-0026,Digital Wallet,Apple Pay,Standard,UPS,2,866.99,350.57,0.0,138.72,8.37,1733.98,1032.84,1881.07,Shipped
ORD-00001941,1,CUST-000112,PROD-000474,2024-03-25,2024-03-27,LOC-0039,Digital Wallet,PayPal,Standard,UPS,1,368.59,255.12,87.13,22.52,9.25,281.46,26.34,313.23,Delivered
ORD-00001941,2,CUST-000112,PROD-000061,2024-03-25,2024-03-27,LOC-0039,Digital Wallet,PayPal,Standard,UPS,2,101.77,44.52,17.55,14.88,0.0,185.99,96.95,514.1,Delivered
ORD-00001941,3,CUST-000112,PROD-000232,2024-03-25,2024-03-27,LOC-0039,Digital Wallet,PayPal,Standard,UPS,4,489.8,219.5,0.0,156.74,0.0,1959.2,1081.2,2630.04,Delivered
ORD-00001942,1,CUST-000673,PROD-000035,2024-12-01,2024-12-03,LOC-0009,Digital Wallet,PayPal,Overnight,FedEx,4,338.57,231.89,89.13,101.21,7.81,1265.15,337.59,1374.17,Delivered
ORD-00001942,2,CUST-000673,PROD-000048,2024-12-01,2024-12-03,LOC-0009,Digital Wallet,PayPal,Overnight,FedEx,3,48.9,29.91,0.0,11.74,0.0,146.7,56.97,1532.61,Delivered
ORD-00001942,3,CUST-000673,PROD-000418,2024-12-01,2024-12-03,LOC-0009,Digital Wallet,PayPal,Overnight,FedEx,3,543.84,413.42,0.0,130.52,0.0,1631.52,391.26,3294.65,Delivered
ORD-00001943,1,CUST-000398,PROD-000243,2024-12-07,,LOC-0001,Credit Card,Visa,Standard,USPS,5,526.78,386.89,0.0,210.71,8.96,2633.9,699.45,2853.57,Cancelled
ORD-00001943,2,CUST-000398,PROD-000287,2024-12-07,,LOC-0001,Credit Card,Visa,Standard,USPS,2,402.86,176.95,53.04,60.21,0.0,752.68,398.78,3666.46,Cancelled
ORD-00001944,1,CUST-000904,PROD-000229,2024-08-20,,LOC-0029,Credit Card,Visa,Express,FedEx,2,807.94,427.54,0.0,129.27,9.09,1615.88,760.8,1754.24,Processing
ORD-00001945,1,CUST-000169,PROD-000057,2024-11-20,2024-11-22,LOC-0005,Credit Card,American Express,Overnight,UPS,2,199.97,104.33,62.29,27.01,7.29,337.65,128.99,371.95,Delivered
ORD-00001945,2,CUST-000169,PROD-000246,2024-11-20,2024-11-22,LOC-0005,Credit Card,American Express,Overnight,UPS,3,425.22,232.33,0.0,102.05,0.0,1275.66,578.67,1749.66,Delivered
ORD-00001946,1,CUST-000603,PROD-000180,2024-10-19,2024-10-22,LOC-0004,Digital Wallet,Google Pay,Overnight,FedEx,2,367.59,266.37,0.0,58.81,7.65,735.18,202.44,801.64,Shipped
ORD-00001947,1,CUST-000318,PROD-000167,2024-02-29,2024-03-03,LOC-0036,Debit Card,Visa,Overnight,FedEx,3,903.53,469.34,0.0,216.85,12.52,2710.59,1302.57,2939.96,Delivered
ORD-00001947,2,CUST-000318,PROD-000025,2024-02-29,2024-03-03,LOC-0036,Debit Card,Visa,Overnight,FedEx,1,611.04,330.75,0.0,48.88,0.0,611.04,280.29,3599.88,Delivered
ORD-00001948,1,CUST-000313,PROD-000075,2025-04-16,2025-04-18,LOC-0030,Digital Wallet,PayPal,Overnight,UPS,2,582.35,342.99,0.0,93.18,5.77,1164.7,478.72,1263.65,Delivered
ORD-00001949,1,CUST-000199,PROD-000315,2025-07-14,2025-07-17,LOC-0029,Debit Card,Mastercard,Overnight,FedEx,4,370.84,179.09,0.0,118.67,11.21,1483.36,767.0,1613.24,Delivered
ORD-00001949,2,CUST-000199,PROD-000044,2025-07-14,2025-07-17,LOC-0029,Debit Card,Mastercard,Overnight,FedEx,4,1183.06,478.78,0.0,378.58,0.0,4732.24,2817.12,6724.06,Delivered
ORD-00001949,3,CUST-000199,PROD-000392,2025-07-14,2025-07-17,LOC-0029,Debit Card,Mastercard,Overnight,FedEx,2,988.65,496.95,0.0,158.18,0.0,1977.3,983.4,8859.54,Delivered
ORD-00001950,1,CUST-000657,PROD-000099,2024-02-25,2024-02-26,LOC-0032,Credit Card,American Express,Standard,USPS,5,880.05,451.97,0.0,352.02,11.85,4400.25,2140.4,4764.12,Delivered
ORD-00001950,2,CUST-000657,PROD-000460,2024-02-25,2024-02-26,LOC-0032,Credit Card,American Express,Standard,USPS,4,659.34,291.03,0.0,210.99,0.0,2637.36,1473.24,7612.47,Delivered
ORD-00001951,1,CUST-000556,PROD-000424,2025-08-28,2025-08-29,LOC-0039,Digital Wallet,Apple Pay,Standard,UPS,1,279.49,112.82,0.0,22.36,12.15,279.49,166.67,314.0,Delivered
ORD-00001952,1,CUST-000396,PROD-000320,2025-11-02,2025-11-03,LOC-0021,Credit Card,American Express,Express,FedEx,2,549.05,296.25,0.0,87.85,7.3,1098.1,505.6,1193.25,Delivered
ORD-00001953,1,CUST-000037,PROD-000447,2023-11-11,,LOC-0007,Credit Card,Mastercard,Overnight,UPS,4,304.7,226.85,0.0,97.5,10.05,1218.8,311.4,1326.35,Processing
ORD-00001954,1,CUST-000069,PROD-000131,2023-12-25,2023-12-27,LOC-0012,Debit Card,Mastercard,Express,FedEx,3,597.35,340.31,0.0,143.36,9.27,1792.05,771.12,1944.68,Shipped
ORD-00001954,2,CUST-000069,PROD-000108,2023-12-25,2023-12-27,LOC-0012,Debit Card,Mastercard,Express,FedEx,5,731.84,333.05,0.0,292.74,0.0,3659.2,1993.95,5896.62,Shipped
ORD-00001955,1,CUST-000487,PROD-000329,2025-10-23,2025-10-24,LOC-0029,Credit Card,Mastercard,Standard,USPS,3,191.87,108.33,0.0,46.05,10.96,575.61,250.62,632.62,Delivered
ORD-00001956,1,CUST-000468,PROD-000377,2024-12-04,,LOC-0033,Debit Card,Mastercard,Overnight,FedEx,4,964.02,441.62,0.0,308.49,10.68,3856.08,2089.6,4175.25,Cancelled
